Rank,Song,Artist,Year,Lyrics,Source,spotify_ID
36,white flag,dido,2004, i know you think that i shouldnt still love you or tell you that but if i didnt say it well id still have felt it wheres the sense in thati promise im not trying to make your life harder or return to where we werei will go down with this ship and i wont put my hands up and surrender there will be no white flag above my door im in love and always will bei know i left too much mess and destruction to come back again and i caused nothing but trouble i understand if you cant talk to me again and if you live by the rules of its over then im sure that that makes sensei will go down with this ship and i wont put my hands up and surrender there will be no white flag above my door im in love and always will beand when we meet which im sure we will all that was there will be there still ill let it pass and hold my tongue and you will think that ive moved oni will go down with this ship and i wont put my hands up and surrender there will be no white flag above my door im in love and always will bei will go down with this ship and i wont put my hands up and surrender there will be no white flag above my door im in love and always will bei will go down with this ship and i wont put my hands up and surrender there will be no white flag above my door im in love and always will be ,1,4kbz7rHVbyjKasuuqelccQ
39,pieces of me,ashlee simpson,2004, on a monday i am waiting tuesday i am fading and by wednesday i cant sleepthen the phone rings i hear you and the darkness is a clear view cause youve come to rescue mefall with you i fall so fast i can hardly catch my breath i hope it lastsit seems like i can finally rest my head on something real i like the way that feelsits as if you know me better than i ever knew myself i love how you can tell all the pieces pieces pieces of me all the pieces pieces pieces of mei am moody messy i get restless and senseless how you never seem to carewhen im angry you listen make me happy its your mission and you wont stop til im therefall sometimes i fall so fast when i hit the bottom crash youre all i haveit seems like i can finally rest my head on something real i like the way that feelsits as if you know me better than i ever knew myself i love how you can tell all the pieces pieces pieces of mehow do you know everything im about to say am i that obvious and if its written on my face i hope it never goes away yeahon a monday i am waiting and by tuesday i am fading into your arms so i can breathit seems like i can finally rest my head on something real i like the way that feelsits as if you know me better than i ever knew myself i love how you can tell i love how you can tell i love how you can tell pieces pieces pieces of me all the pieces pieces pieces of me ,1,7yXibbAYi4to5oQTeO738f
41,milkshake,kelis,2004, my milkshake brings all the boys to the yard and theyre like its better than yours damn right its better than yous i could teach you but i have to chargemy milkshake brings all the boys to the yard and theyre like its better than yours damn right its better than yous i could teach you but i have to chargei know you want it that thing that makes me what the guys go crazy for they lose their minds the way i whine i think its timela la la la la warm it up la la la la la the boys are waitingla la la la la warm it up la la la la la the boys are waitingmy milkshake brings all the boys to the yard and theyre like its better than yours damn right its better than yours i could teach you but i have to chargemy milkshake brings all the boys to the yard and theyre like its better than yours damn right its better than yours i could teach you but i have to chargei can see youre on it you want me to teach the techniques that freaks these boys it cant be bought just know thieves get caught watch if youre smartla la la la la warm it up la la la la la the boys are waitingla la la la la warm it up la la la la la the boys are waitingmy milkshake brings all the boys to the yard and theyre like its better than yours damn right its better than yours i could teach you but i have to chargemy milkshake brings all the boys to the yard and theyre like its better than yours damn right its better than yours i could teach you but i have to chargeoh once you get involved everyone will look this way so you must maintain your charm same time maintain your halojust get the perfect blend plus what you have within then next his eyes will squint then hes picked up your scentla la la la la warm it up la la la la la the boys are waitingla la la la la warm it up la la la la la the boys are waitingmy milkshake brings all the boys to the yard and theyre like its better than yours damn right its better than yours i could teach you but i have to chargemy milkshake brings all the boys to the yard and theyre like its better than yours damn right its better than yours i could teach you but i have to charge ,1,4LmzPJDil70LpiApWfOI6O
42,splash waterfalls,ludacris,2004, oh oh oh say it make love to me oh oh oh what fuck me oh oh oh say it make love to me oh oh oh what fuck meim bout to throw some game they both one and the same cupids the one to blame say it make love to me im bout to shed some light cause each and every night you gotta do it right what fuck meim bout to throw some game they both one and the same cupids the one to blame say it make love to me im bout to shed some light cause each and every night you gotta do it right what fuck methey want it nice and slow kiss em from head to toe relax and let it go say it make love to me they want it now and fast grabbing and smacking ass you gotta make it last what fuck me together holding hands you out there spending grands and making family plans say it make love to me dont have to straighten facts dont want no strings attached just scratches on your back what fuck me exs aint acting right and you so glad to fight dinners by candlelight say it make love to me she got a nigga whipped down to ya fingertips trying that freaky shit what fuck me turn on some babyface just for your ladys sake you call her babycakes say it make love to me know how to mack a broad shes on your sack and balls you call her jabberjaws what fuck meim bout to throw some game they both one and the same cupids the one to blame say it make love to me im bout to shed some light cause each and every night you gotta do it right what fuck meim bout to throw some game they both one and the same cupids the one to blame say it make love to me im bout to shed some light cause each and every night you gotta do it right what fuck meyou bout to buy a ring she needs the finer things gucci designer frames say it make love to me purchase a nasty flick wrap up and tie her quick know how to drive a stick what fuck me you both unite as one you the moon and shes your sun your hearts a beating drum say it make love to me you better not of came she want to feel the pain then hear her scream your name what fuck me follow this dicktionary youre both some visionaries then do it missionary say it make love to me i hear em call the wild and do it all the while doggy and froggy style what fuck me you in between the sheets licking and eating sweets and what you find you keep say it make love to me you do it standing up orgasms hand em up yall just dont give a fuck what fuck meim bout to throw some game they both one and the same cupids the one to blame say it make love to me im bout to shed some light cause each and every night you gotta do it right what fuck meim bout to throw some game they both one and the same cupids the one to blame say it make love to me im bout to shed some light cause each and every night you gotta do it right what fuck meyou wanna tell the world cause shes your favorite girl your diamond and your pearl say it make love to me nobody has to know just keep it on the low and meet em right at for what fuck me nothing but fights and fussing plus theres a lot of cussing just grab a hold of something say it make love to me yall do that bad stuff she like it rammed up ropes and handcuffs what fuck meim bout to throw some game they both one and the same cupids the one to blame say it make love to me im bout to shed some light cause each and every night you gotta do it right what fuck meim bout to throw some game they both one and the same cupids the one to blame say it make love to me im bout to shed some light cause each and every night you gotta do it right what fuck me ,1,2T8hXV9LUZMDBKR5RALGEa
43,jesus walks,kanye west,2004, order huh yo we at war we at war with terrorism racism but most of all we at war with ourselvesjesus walks god show me the way because the devils tryin to break me down jesus walks with me with me with me with me with meyou know what the midwest is young and restless where restless niggas might snatch ya necklace and next these niggas might jack ya lexus somebody tell these niggas who kanye west is i walk through the valley of chi where death is top floor of the view alone will leave you breathless try to catch it its kinda hard getting choked by detectives yeah yeah now check the method they be asking us questions harass and arrest us saying we eat pieces of shit like you for breakfast huh yall eat pieces of shit whats the basis we aint goin nowhere but got suits and cases a trunk full of coke rental car from avis my mama used to say only jesus can save us well mama i know i act a fool but ill be gone til november i got packs to move i hopejesus walks god show me the way because the devils tryin to break me down jesus walks with me the only thing that i pray is that my feet dont fail me now i want jesus jesus walks and i dont think there is nothing i can do now to right my wrongs jesus walks with me i want to talk to god but im afraid because we aint spoke in so long i want jesus god show me the way because the devils tryin to break me down the only thing that i pray is that my feet dont fail me now and i dont think there is nothing i can do now to right my wrongs i want to talk to god but im afraid because we aint spoke in so long so longso long jesus walks with meto the hustlers killers murderers drug dealers even the strippers jesus walks for them to the victims of welfare for we living in hell here hell yeah jesus walks for them now hear ye hear ye want to see thee more clearly i know he hear me when my feet get weary cause were the almost nearly extinct we rappers are role models we rap we dont think i aint here to argue about his facial features or here to convert atheists into believers im just trying to say the way school need teachers the way kathie lee needed regis thats the way i need jesus so here go my single dog radio needs this they said you can rap about anything except for jesus that means guns sex lies video tape but if i talk about god my record wont get played huh well let this take away from my spins which will probably take away from my ends then i hope this take away from my sins and bring the day that im dreaming about next time im in the club everybody screaming outjesus walks god show me the way because the devil trying to break me down jesus walks with me with me with me the only thing that i pray is that me feet dont fail me now ,1,62r62ArmWq38cu6QCVgyTc
48,toxic,britney spears,2004, baby cant you see im calling a guy like you should wear a warning its dangerous im fallingtheres no escape i cant wait i need a hit baby give me it youre dangerous im loving ittoo high cant come down losin my head spinnin round and round do you feel me nowoh the taste of your lips im on a ride youre toxic im slippin under with a taste of a poison paradiseim addicted to you dont you know that youre toxic and i love what you do dont you know that youre toxicits getting late to give you up i took a sip from my devils cup slowly its taking over metoo high cant come down its in the air and its all around can you feel me nowoh taste of your lips im on a ride youre toxic im slippin under with the taste of a poison paradiseim addicted to you dont you know that youre toxic and i love what you do dont you know that youre toxic dont you know that youre toxicoh ohtaste of your lips im on a ride youre toxic im slippin under with a taste of a poison paradiseim addicted to you dont you know that youre toxicwith the taste of your lips im on a ride youre toxic im slippin under with a taste of the poison paradiseim addicted to you dont you know that youre toxicintoxicate me now with your lovin now i think im ready now i think im ready nowintoxicate me now with your lovin now i think im ready now ,1,6I9VzXrHxO9rA9A5euc8Ak
51,meant to live,switchfoot,2004, fumbling his confidence and wondering why the world has passed him by hoping that hes bent for more than arguments and failed attempts to fly to flywe were meant to live for so much more have we lost ourselves somewhere we live inside somewhere we live inside we were meant to live for so much more have we lost ourselves somewhere we live insidedreaming about providence and whether mice and men have second tries maybe weve been livin with our eyes half open maybe were bent and broken brokenwe were meant to live for so much more have we lost ourselves somewhere we live inside somewhere we live inside we were meant to live for so much more have we lost ourselves somewhere we live insidewe want more than this worlds got to offer we want more than this worlds got to offer we want more than the wars of our fathers and everything inside screams for second lifewe were meant to live for so much more have we lost ourselves we were meant to live for so much more have we lost ourselves we were meant to live for so much more have we lost ourselves we were meant to live we were meant to live ,1,79cAPxneo5AvbNgR6ch3Cj
53,sorry 2004,ruben studdard,2004, im sorry im sorryits like i missed a shot its like i dropped the ball damn im sorry its like im on stage and i forgot the words damn im sorryits like building a new house with no roof and no doors damn im sorry its like trying to propose and i aint got the ring ooh damn im sorrybut girl ive apologized a million times before ill apologize a million more so here it comes again for all the wrong ive done girl get ready babe heres one million onegirl this is my sorry for 2004 and i aint gonna mess up no more this year im a take this one chance and make it real clear im sorry for may and im sorry for june for realand sorry for july in case i dont tell you i am august september october november til your december im sorry im sorry 2004its like stayin out at night and way too much to drink damn im sorry its like you change your hair and i dont say a thing damn im sorryits like were fallin fast asleep with no kiss and before we hit damn im sorry its like i forgot your gift on 02 14 03 damn so sorrybut girl ive apologized a million times before ill apologize a million more so here it comes again for all the wrong ive done girl get ready babe heres one million onegirl im sorry for the way that i did you im sorry from the bottom of my heart for how i hurt you girl im sorry on the weekend sorry on the weekday sorry for the things i did sorry for the things i saidsorry for the lies sorry for the times i didnt care what you want i didnt care what you like but all i can do is tell you that im sorry babe im sorry babe sorry im sorryooh woh all them strip clubs all them hot tubs im gonna give them up cause i dont want to lose your lovegirl this is my sorry for 2004 and i aint gonna mess up no more this year im a take this one chance and make it real clear im sorry for may and im sorry for june for realand sorry for july in case i dont tell you i am august september october november til your december im sorry im sorry 2004girl this is my sorry for 2004 sorry 2004 girl this is my sorry for 2004 sorry 2004 ,1,4vey3VC7ZROIESUu0kgiBc
54,my happy ending,avril lavigne,2004, oh oh so much for my happy ending oh oh so much for my happy ending oh ohohhhlets talk this over its not like were dead was it something i did was it something you saiddont leave me hangin in a city so dead held up so high on such a breakable threadyou were all the things i thought i knew and i thought we could beyou were everything everything that i wantedthat i wanted we were meant to be supposed to be but we lost it we lost it all of the memories so close to me just fade awayall this time you were pretending so much for my happy ending oh oh so much for my happy ending oh ohyouve got your dumb friends i know what they say they say they tell you im difficult but so are they but so are they but they dont know medo they even know you even know you all the things you hide from me all the shit that you do all the shit that you doyou were all the things i thought i knew and i thought we could beyou were everything everything that i wanted that i wanted we were meant to be supposed to be but we lost it we lost it all of the memories so close to me just fade away all this time you were pretending so much for my happy endingits nice to know that you were there thanks for acting like you care and making me feel like i was the only one its nice to know we had it all thanks for watching as i fall and everything that we could behe was everything everything that i wanted we were meant to be supposed to be but we lost it all of the memories so close to me just fade away all this time you were pretending so much for my happy endingyou were everything everything that i wanted that i wanted we were meant to be supposed to be but we lost it all of the memories so close to me just fade away all this time you were pretending so much for my happy endingoh oh oh oh so much for my happy ending oh oh oh oh so much for my happy ending ,1,6sqNctd7MlJoKDOxPVCAvU
56,roses,outkast,2004, carolinecaroline caroline all the guys would say shes mighty finemighty fine but mighty fine only got you somewhere half the time and the other half either got you cussed out or coming up short yeah now dig this even thougheven though youd need a golden calculator to divideto divide the time it took to look inside and realize that real guys go for real down to mars girls yeahi know youd like to think your shit dont stink but lean a little bit closer see that roses really smell like poopoooo yeah roses really smell like poopooooi know youd like to think your shit dont stink but lean a little bit closer see that roses really smell like poopoooo yeah roses really smell like poopoooocarolinecaroline see shes the reason for the word bitchbitch i hope shes speeding on the way to the club trying to hurry up to get to some baller or singer or somebody like that and try to put on her makeup in the mirror and crash crash craaash into a ditch just playing she needs a golden calculator to divide the time it takes to look inside and realize that real guys go for real down to mars girls yeahi know youd like to think your shit dont stink but lean a little bit closer see that roses really smell like poopoooo yeah roses really smell like poopooooi know youd like to think your shit dont stink but lean a little bit closer see that roses really smell like poopoooo yeah roses really smell like poopoooowell shes got a hottys body but her attitude is potty when i met her at a party she was hardly acting naughty i said shorty would you call me she said pardon me are you ballin i said darling you sound like a prostitute pursing oh so youre one them freaks get geeked at the sight of an atm receipt but game been peeped dropping names shes weak trickin off this bitch is lost must take me for a geek ah quick way to eat ah neat place sleep ah rentacar for a week ah trick for a treatnoo go on the raw sex my aids test is flawless regardless we dont want to get involved without our lawyers and judges just to hold grudges in the courtroom i want to see ya support bra not support youi know youd like to think your shit dont stink but lean a little bit closer see that roses really smell like poopoooo yeah roses really smell like poopooooi know youd like to think your shit dont stink but lean a little bit closer see that roses really smell like poopoooo yeah roses really smell like poopooooi know youd like to think your shit dont stink but lean a little bit closer see that roses really smell like poopoooo yeah roses really smell like poopooooi know youd like to think your shit dont stink but lean a little bit closer see that roses really smell like poopoooo yeah roses really smell like poopoooobetter come back down to mars girl quit chasin cars what happens when the dough get so low bitch you aint that fine no waaayno waaaynoo waaaaaybetter come back down to mars girl quit chasin cars what happens when the dough get so low bitch you aint that fine no waaayno waaaynoo waaaaaycrazy bitchbitch stupid ass bitch old punk ass bitch old dumbass bitch a bitchs bitch just a bitchstupid ass bitch old punk ass bitch old dumbass bitch a bitchs bitch just a bitch ,1,6bUNEbXT7HovLW6BgPCBsb
57,walked outta heaven,jagged edge,2004, im rolling down a lonely highway asking god to please forgive me for messing up the blessing he gave to me i see everything clearer now the nights as black as black as its ever been with out my girl ima lose it and i pray that he just sheds his grace on me i needjust to be back with my baby it feels like ive just walked right out of heaven it feels like ive damn near thrown my life away im scared just like a child thats lost at seven dont know what to do to get back right with youit feels like ive just walked right out of heaven it feels like ive damn near to throw my life away like a child thats lost at seven dont know what to do it feels like i just walked right out of heavensee my mama told me thats if its meant to be shell come back and shell forgive me and the best thing i can do it to just let her let her go i know i dont want to do it but if i continue to push shell just pull away and i know that in my heart its a reality i didnt treat her like she wanted to be treatedand i hope that shes not gone for good no no no it feels like ive just walked right out of heaven it feels like ive damn near thrown my life away im scared just like a child thats lost at seven dont know what to do to get back right with youit feels like ive just walked right out of heaven it feels like ive damn near to throw my life away like a child thats lost at seven dont know what to do it feels like i just walked right out of heavenhey girl waiting for you all the time supposed to move on with my life and girl i tried and i triedi feel like i cant walk i feel like i cant talk girl i dont know what to do get back right with you i feel like i just walked outta heaven babyif you ever loved somebody and if you ever had somebody but you know that you hurt that somebody let me hear you say yeait feels like ive just walked right out of heaven it feels like ive just walked right out of heaven it feels like ive damn near thrown my life away im scared just like a child thats lost at seven dont know what to do to get back right with youit feels like ive just walked right out of heaven it feels like ive damn near to throw my life away like a child thats lost at seven dont know what to do it feels like i just walkedit feels like ive just walked right out of heaven it feels like ive damn near thrown my life away im scared just like a child thats lost at seven dont know what to do to get back right with youit feels like ive just walked right out of heaven it feels like ive damn near thrown my life away like a child thats lost at seven dont know what to do to get back right with you ,1,06ZDLodo1UDVavc3MXREZ3
59,my band,d12,2004, i dont know dude i think everyones all jealous and shit cuz im like the lead singer of a band dude and i think everyones got a fucking problem with me dude and they need to take it up with me after the showbecause these chicks dont even know the name of my band but theyre all on me like they wanna hold hands cuz once i blow they know that ill be the man all because im the lead singer of my bandso i get off stage right and drop the mic walk up to the hot chicks and im all like sup ladies my names slim shady im the lead singer in d12 baby theyre all like oh my god its him becky oh my fuckin god its eminem i swear to fucking god dude you fuckin rock please marshall please let me suck your cock and by now the rest of the fellas get jealous especially when i drop the beat and do my acapellas all the chicks start yellin all the hot babes throw their bras and their shirt and their panties on stage so like every single night they pick a fight with me but when we fight its kinda like sibling rivalry cuz theyre back on stage the next night with me dude i just think youre tryna steal the light from me yesterday kuniva tried to pull a knife on me cause i told him jessica albas my wife to be this rock star shit its the life for me and all the other guys just despise mebecause these chicks dont even know the name of my band but theyre all on me like they wanna hold hands cuz once i blow they know that ill be the man all because im the lead singer of my bandyou just wanna see a nigga backwards dont you hey dad how come we dont rap on protools smash these vocals and do a performance but we in the van and he in a tour bus you dont want my autograph yous a liar and no im swift oh i thought you was kuniva what the hell is wrong with that dressing room cuz my shit is looking smaller than a decimal see i know how to rap see its simple but all i did was read a russell simmons book so im more intact tryna get on the map doin jumping jacks whilin get whipped on my backkuniva and kon artist look at em little punk ass thinkin he the shit yeah i know man find himself taking on a flick hey i thought we had an interview with dj clue em no i had an interview not you two you gonna be late for soundcheck man i aint goin to soundcheck but our mics are screwed up and his always sound best you know what man ima say something hey yo em you got something to say man no i thought you bout to tell him off whats up man ima tell him when i feel like it man shut up and you aint even back me up when we sposed to be crew when i was bout to talk right after you i swear i swear manthese chicks dont even know the name of my band but theyre all on me like they wanna hold hands cuz once i blow they know that ill be the man all because im the lead singer of my bandthey say the lead singers rock but the group does not once we sold out arenas to the amusement park im gonna let the world know that proof is hot i should cut his mic off when the musics starts ready to snap on a dumb ass fan every time i hear hey dude i love your band we aint a band bitch we dont play instruments so why he get 90 and we only get 10 percent and these guys they can find every area code em proof carry my bag bitch carry your own cant make it to the stage security in my way who the fuck are you wheres obie and dregoddammit im sick of this group time for me to go solo and make some loot i told you i made the beats and wrote all the raps till kon artist slipped me some crack lose yourself video i was in the back superman video i was in the back fuck the media i got some suggestions fuck marshall ask us the questions like whos d12 how we get started but what about eminem bitch are you retarded anyway im the popularest guy in the group big ass stomach bitches think im cute hey sexy 50 told me to do situps to get buff i did two and a half and then i couldnt get up fuck d12 im outta this band im gonna start a group with the real roxannegirl why cant you see youre the only one for me and it just tears my ass apart to know that you dont know my namechorus  bizarre these chicks dont even know the name of my band ha ha but theyre all on me like they wanna hold hands fuck marshall cuz once i blow i know that ill be the man all because im the lead singer of my band my band roxanne shatan loves methe hottest boy band in the world d12 eminem as a salsa singer im the lead singer of my band i get all the girls to take off their underpants and the lead singer of my band my salsa makes all the pretty girls wan to dance my salsa look out for my next single its called my salsa my salsa salsa salsa salsa my salsa my salsa makes all the pretty girls wan to dance and take off their underpants my salsa makes all the pretty girls wan to dance and take off their underpants my salsa whered everybody go ,1,4XHQyvbrBsQaaBUW1VvmsL
61,through the wire,kanye west,2004, i drink a boost for breakfast an ensure for dessert somebody ordered pancakes i just sip the sizzurp that right there could drive a sane man berserk not to worry mr htotheizzos back to wizerk how do you console my mom or give her light support telling her her sons on life support and just imagine how my girl feel on the plane scared as hell that her guy look like emmett till she was with me before the deal she been trying to be mine she a delta so she been throwing that dynasty sign no use in me tryin to be lyin i been trying to be signed trying to be a millionaire how i used two lifelines in the same hospital where biggie smalls died the doctor said i had blood clots but i aint jamaican man story on mtv and i aint trying to make a band i swear this right here history in the making manwhat if somebody from the chi that was ill got a deal on the hottest rap label around but he wasnt talking about coke and birds it was more like spoken word except hes really putting it down and he explained the story about how blacks came from glory and what we need to do in the game good dude bad night right place wrong time in the blink of a eye his whole life changed if you could feel how my face felt you would know how mase felt thank god i aint too cool for the safe belt i swear to god driver two wants to sue i got a lawyer for the case to keep whats in my safe safe my dawgs couldnt tell if i looked like tom cruise in vanilla sky it was televised theres been an accident like geico they thought i was burnt up like pepsi did michael i must got a angel cause look how death missed his ass unbreakable what you thought theyd call me mr glass look back on my life like the ghost of christmas past toys r us where i used to spend that christmas cash and i still wont grow up im a grownass kid swear i should be locked up for stupid shit that i did but im a champion so i turned tragedy to triumph make music thats fire spit my soul through the wire ,1,3KUpGMnZL76I9E7FoWV1re
66,one thing,finger eleven,2004, restless tonight cause i wasted the light between both these times i drew a really thin lineits nothing i planned and not that i can but you should be mine across that lineif i traded it all if i gave it all away for one thing just for one thing if i sorted it out if i knew all about this one thing wouldnt that be somethingi promise i might not walk on by maybe next time but not this timeeven though i know i dont want to know yeah i guess i know i just hate how it soundsif i traded it all if i gave it all away for one thing just for one thing if i sorted it out if i knew all about this one thing wouldnt that be somethingif i traded it all if i gave it all away for one thing just for one thing if i sorted it out if i knew all about this one thing wouldnt that be somethingeven though i know i dont want to know yeah i guess i know i just hate how it soundseven though i know i dont want to know yeah i guess i know i just hate how it soundsif i traded it all if i gave it all away for one thing just for one thing if i sorted it out if i knew all about this one thing wouldnt that be somethingif i traded it all if i gave it all away for one thing just for one thing if i sorted it out if i knew all about this one thing wouldnt that be somethingif i traded it all if i gave it all away for one thing just for one thing if i sorted it out if i knew all about this one thing wouldnt that be somethingif i traded it all if i gave it all away for one thing just for one thing if i sorted it out if i knew all about this one thing wouldnt that be something ,1,2BepFzUWfczDk68DXj10w3
67,headsprung,ll cool j,2004, they call me big ly big silly big money big billy when im sliding in them all can ya hear me i be sexing with these bars so ya feel me let me grip it up for cause in the back let me grip it get a buzz in ya hat im a tell ya how to cause an attack timbaland ladies love on the tracklovely get the ice pop champagne dont forget i used to ride on the train when i bump it right call my name go crazy in the mall with james dump that not ill like me bring the women in to chill for free let me tell ya girl dont try me you better have id cause we bewhen we be up in the club we be posting the back when we be in the club girl always come to the back everybody get a head sprung everybody get a head sprung everybody get a head sprung everybody get a head sprungwhen we be up in the club we be posting the back when we be in the club girl always come to the back everybody get a head sprung everybody get a head sprung everybody get a head sprung everybody get a head sprunglord have mercy if the broad is thirsty ill have her man reimburse me the part that hurts me is when they try to work me but i could never let ya jerk me steady sticking to the wall give it up sneaking through the back door live it up got the champagne pour me a cup got the girls looking raw in the frontgot a call your mans in town tell the bar another round got all my mans holding me down kinda thick ma lets get down so get wit it im saying what time wanna dip wit it got playas on the grind wanna skip wit it backstage you mine im a spit wit it heywhen we be up in the club we be posting the back when we be in the club girl always come to the back everybody get a head sprung everybody get a head sprung everybody get a head sprung everybody get a head sprungwhen we be up in the club we be posting the back when we be in the club girl always come to the back everybody get a head sprung everybody get a head sprung everybody get a head sprung everybody get a head sprunghey ladies no need to get your hair done i said yo ladies no need to get your hair done im a get your head sprung im a get your head sprung im a get your head sprung im a get your head sprung i said yo fellas no need to throw them ones i said yo fellas no need to throw them ones im a get your head sprung im a get your head sprung im a get your head sprung im a get your head sprunghey when we be up in the club we be posting the back when we be in the club girl always come to the back everybody get a head sprung everybody get a head sprung everybody get a head sprung everybody get a head sprungwhen we be up in the club we be posting the back when we be in the club girl always come to the back everybody get a head sprung everybody get a head sprung everybody get a head sprung everybody get a head sprungyeah keep chillin wit em yeah keep chillin wit em ,1,1GIN41bLhiKeEPeC2vXH8i
73,on the way down,ryan cabrera,2004, sick and tired of this world theres no more air trippin over myself goin nowhere waiting suffocating no direction i took a diveand on the way down i saw you and you saved me from myself and i wont forget the way you loved me on the way down i almost fell right through but i held onto youive been wondering why its only me have you always been inside waiting to breathe its alright sunlight on my face i wake up and yeah im alivecause on the way down i saw you and you saved me from myself and i wont forget the way you loved me on the way down i almost fell right through but i held onto youi was so afraid of going under but now the weight of the world feels like nothing no nothindown down down youre all i wanted down down down youre all i needed now down down down youre all i wanted youre all i neededand i wont forget the way you loved me all that i wanted all that i needed nowoh on the way down i saw you and you saved me from myself and i wont forget the way you loved me on the way down i almost fell right through but i held onto youdown down down but i held onto you down down down but i held onto you ,1,1GwVi2ceNb8dMFA3DZGnnY
74,breakaway,kelly clarkson,2004, grew up in a small town and when the rain would fall down id just stare out my window dreamin of what could be and if id end up happy i would praytrying hard to reach out but when i tried to speak out felt like no one could hear me wanted to belong here but something felt so wrong here so i pray i could breakawayill spread my wings and ill learn how to fly ill do what it takes till i touch the sky and ill make a wish take a chance make a change and breakaway out of the darkness and into the sun but i wont forget all the ones that i love ill take a risk take a chance make a change and breakawaywant to feel the warm breeze sleep under a palm tree feel the rush of the ocean get on board a fast train travel on a jet plane faraway and breakawayill spread my wings and ill learn how to fly ill do what it takes till i touch the sky and ill make a wish take a chance make a change and breakaway out of the darkness and into the sun i wont forget all the ones that i love i gotta take a risk take a chance make a change and breakawaybuildings with a hundred floors swinging round revolvin doors maybe i dont know where they take me but gotta keep movin on movin on fly away breakawayill spread my wings and ill learn how to fly though its not easy to tell you goodbye i gotta take a risk take a chance make a change and breakaway out of the darkness and into the sun but i wont forget the place i come from i gotta take a risk take a chance make a change and breakaway breakaway breakaway ,1,61Qhe2mHSLhUE04QeK4lkD
76,are you gonna be my girl,jet,2004, goso one two three take my hand and come with me because you look so fine that i really wanna make you minei say you look so fine that i really wanna make you mineoh four five six cmon and get your kicks now you dont need that money when you look like that do ya honeybig black boots long blonde hair shes so sweet with her get back starewell i could see you home with me but you were with another man yeah i know we aint got much to say before i let you get away yeah i said are you gonna be my girlwell so one two three take my hand and come with me because you look so fine that i really wanna make you minei say you look so fine that i really wanna make you mineoh four five six cmon and get your kicks now you dont need that money with a face like that do yabig black boots long brown hair shes so sweet with her get back starewell i could see you home with me but you were with another man yeah i know we aint got much to say before i let you get away yeah i said are you gonna be my girloh yeah oh yeah cmon i could see you home with me but you were with another man yeah i know we aint got much to say before i let you get away yeah uh be my girl be my girl are you gonna be my girl yeah ,1,305WCRhhS10XUcH6AEwZk6
77,100 years,five for fighting,2004, im fifteen for a moment caught in between ten and twenty and im just dreaming counting the ways to where you are im twenty two for a moment she feels better than ever and were on fire making our way back from mars fifteen theres still time for you time to buy and time to lose fifteen theres never a wish better than this when you only got hundred years to live im thirty three for a moment still the man but you see im of age a kid on the way a family on my mind im forty five for a moment the sea is high and im heading into a crisis chasing the years of my life fifteen theres still time for you time to buy time to lose yourself within a morning star fifteen im all right with you fifteen theres never a wish better than this when you only got hundred years to live half time goes by suddenly youre wise another blink of an eye sixty seven is gone the sun is getting high were moving on im ninety nine for a moment dying for just another moment and im just dreaming counting the ways to where you are fifteen theres still time for you twenty two i feel her too thirty three youre on your way every days a new day fifteen theres still time for you time to buy and time to choose hey fifteen theres never a wish better than this when you only got hundred years to live ,1,0B5KeB25moPkcQUnbDvj3t
79,breaking the habit,linkin park,2004, memories consume like opening the wounds im picking me apart again you all assume im safe here in my room unless i try to start again i dont want to be the one the battles always choose cause inside i realize that im the one confusedi dont know whats worth fighting for or why i have to scream i dont know why i instigate and say what i dont mean i dont know how i got this way i know its not alright so im breaking the habit im breaking the habit tonightclutching my cure i tightly lock the door i try to catch my breath again i hurt much more than any time before i have no options left again i dont want to be the one the battles always choose cause inside i realize that im the one confusedi dont know whats worth fighting for or why i have to scream i dont know why i instigate and say what i dont mean i dont know how i got this way ill never be alright so im breaking the habit im breaking the habit tonightill paint it on the walls cause im the one at fault ill never fight again and this is how it endsi dont know whats worth fighting for or why i have to scream but now i have some clarity to show you what i mean i dont know how i got this way ill never be alright so im breaking the habit im breaking the habit im breaking the habit tonight ,1,4HcDu9IGRCvSTJE4yW5Ugv
81,live like you were dying,tim mcgraw,2004, he said i was in my early forties with a lot of life before me when a moment came that stopped me on a dimei spent most of the next days looking at the xrays talking bout the options and talking bout sweet timei asked him when it sank in that this might really be the real end hows it hit cha when you get that kind of news man whatd ya do and he saidi went skydiving i went rocky mountain climbing i went two point seven seconds on a bull named fu man chu and i loved deeper and i spoke sweeter and i gave forgiveness id been denyinand he said someday i hope you get the chance to live like you were dyinhe said i was finally the husband that most the time i wasnt and i became a friend a friend would like to haveand all of a sudden goin fishin wasnt such an imposition and i went three times that year i lost my dad well i i finally read the good book and i took a good long hard look at what id do if i could do it all again and theni went skydiving i went rocky mountain climbing i went two point seven seconds on a bull named fu man chu and i loved deeper and i spoke sweeter and i gave forgiveness id been denyinand he said someday i hope you get the chance to live like you were dyinlike tomorrow was a gift and ya got eternity to think about what to do with it what did you do with it what did i do with it what would i do with itskydiving i went rocky mountain climbing i went two point seven seconds on a bull named fu man chu and i loved deeper and i spoke sweeter and i watched an eagle as it was flyinand he said someday i hope you get the chance to live like you were dyinto live like you were dyin to live like you were dyin to live like you were dyin to live like you were dyin ,1,7B1QliUMZv7gSTUGAfMRRD
